0.004045808;0.004913969;0.0059369514;0.0072077904;0.008837452;0.010812681;0.013098608;0.016063148;0.020130947;0.028725179;0.035137028;0.041720204;0.054379616;0.20435727;
0.007712348;0.009034676;0.010574698;0.012367125;0.014518714;0.01716008;0.02044622;0.024875402;0.031295583;0.042334065;0.050728694;0.057733815;0.069925405;0.26112315;
0.009043909;0.01046674;0.012088761;0.013964227;0.016178519;0.018829387;0.022120373;0.02646979;0.032841876;0.043698944;0.052169584;0.059009273;0.07076712;0.26832137;
0.010519693;0.01212525;0.013946326;0.016036794;0.018499987;0.021456081;0.025145216;0.029967725;0.0367299;0.048479248;0.057235964;0.0642962;0.07672362;0.26682654;
0.012000106;0.013749301;0.01570429;0.017929237;0.020498967;0.023560483;0.027322695;0.03217011;0.03895763;0.05058849;0.059325125;0.0663032;0.07842224;0.25938895;
0.0131741725;0.015064483;0.017166995;0.019549228;0.022296578;0.025551328;0.02953698;0.03464494;0.04182727;0.05401533;0.06302401;0.07028083;0.0827721;0.2536161;
0.014378667;0.016401686;0.018648367;0.021175787;0.024083246;0.02749297;0.03165053;0.0369837;0.044491813;0.057298653;0.066778794;0.07451483;0.08772716;0.2492753;
0.0150002;0.017072719;0.019369971;0.021959474;0.024921712;0.028412614;0.032674402;0.038157757;0.045891955;0.059044916;0.06885469;0.07684643;0.090605296;0.25685778;
0.015799083;0.0179632;0.020349648;0.02303002;0.026097244;0.02968973;0.03404795;0.039632015;0.047439396;0.06054942;0.07014746;0.07782683;0.0909449;0.25341138;
0.016195767;0.018409453;0.020854518;0.023596726;0.026733238;0.03040286;0.034849986;0.04054598;0.0484812;0.061814312;0.07149893;0.07917285;0.09249101;0.24448445;
0.016906884;0.01918929;0.02170528;0.02451481;0.027714342;0.03143686;0.03593099;0.041664243;0.04965303;0.063181356;0.073102325;0.08098264;0.09445981;0.24829623;
0.017255034;0.019579373;0.022140305;0.024995744;0.028256927;0.03205013;0.036639314;0.04248061;0.050604068;0.064401135;0.074558534;0.08263093;0.096406296;0.24581568;
0.017813515;0.02020393;0.02282947;0.02575814;0.029081408;0.03294297;0.037599295;0.04349549;0.05165059;0.065340176;0.075324126;0.0832437;0.09676362;0.2457959;
0.017937783;0.020334044;0.022967273;0.025898235;0.029221911;0.033088543;0.037729867;0.043612078;0.051739972;0.06532356;0.075219736;0.08304322;0.09642394;0.25107455;
0.018285543;0.020725083;0.023397874;0.02637972;0.029750358;0.033663698;0.038369928;0.044350907;0.052634463;0.06666064;0.077102646;0.08554293;0.100162774;0.25099754;
0.018438704;0.020892264;0.023581598;0.026566923;0.029955128;0.03388701;0.03860353;0.04456933;0.052812755;0.06664833;0.07686919;0.085063085;0.099246815;0.24470101;
0.018658347;0.02113038;0.02384657;0.02685351;0.030257773;0.03421275;0.03895382;0.04493417;0.05321464;0.06703611;0.07721869;0.08537263;0.09952916;0.2632807;
0.018803202;0.021293022;0.024016537;0.027038597;0.030458435;0.034422934;0.0391753;0.045162134;0.053417657;0.06719411;0.07730527;0.0853793;0.09914963;0.2623251;
0.019063052;0.021585185;0.0243431;0.027403275;0.030861448;0.034863334;0.039669678;0.04572806;0.054063708;0.06792133;0.07801923;0.086029395;0.09971501;0.26057783;
0.01927784;0.021831699;0.024621591;0.02772072;0.031233236;0.035299186;0.04017789;0.04632762;0.054824717;0.0689373;0.0791854;0.08731446;0.10108147;0.2616718;
0.019599032;0.02218701;0.025015093;0.028151587;0.03170055;0.035818942;0.04074438;0.046939973;0.05545921;0.069554;0.07972447;0.087798476;0.10141379;0.2759863;
